         4076295 function calls (3999034 primitive calls) in 8.830 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dviread.py:531(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:622(Vf)
        1    0.000    0.000    0.000    0.000 _mathtext.py:97(RasterParse)
        1    0.000    0.000    0.000    0.000 _mathtext.py:211(FontInfo)
        1    0.000    0.000    0.000    0.000 spines.py:487(SpinesProxy)
        1    0.000    0.000    0.000    0.000 core.py:217(update_nested_dict)
        2    0.000    0.000    0.000    0.000 _adapters.py:24(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:46(HandlerBase)
        1    0.000    0.000    0.000    0.000 _tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 polar.py:328(ThetaTick)
        1    0.000    0.000    0.000    0.000 _stats_py.py:4220(AlexanderGovernResult)
        1    0.000    0.000    0.000    0.000 symbolic.py:1302(_FromStringWorker)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 runner.py:128(TextTestRunner)
        2    0.000    0.000    0.000    0.000 deprecation.py:78(_deprecated)
        1    0.000    0.000    0.000    0.000 arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:281(BFGS)
        1    0.000    0.000    0.000    0.000 _nonlin.py:453(InverseJacobian)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:20(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 _qmc.py:2176(MultivariateNormalQMC)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3532(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5308(multivariate_hypergeom_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5789(uniform_direction_gen)
        1    0.000    0.000    0.000    0.000 state.py:79(Center)
        1    0.000    0.000    0.000    0.000 splines.py:77(BS)
        1    0.000    0.000    0.000    0.000 rules.py:17(VarType)
        1    0.000    0.000    0.000    0.000 counting.py:18(Count)
        1    0.000    0.000    0.000    0.000 process.py:364(_ParentProcess)
        1    0.000    0.000    0.000    0.000 logger.py:63(Logger)
        1    0.000    0.000    0.000    0.000 compressor.py:81(CompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:120(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:568(__init__)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:401(ThreadingBackend)
        1    0.000    0.000    0.000    0.000 _parallel_backends.py:442(MultiprocessingBackend)
        1    0.000    0.000    0.000    0.000 _utils.py:55(_Sentinel)
        1    0.000    0.000    0.000    0.000 process_executor.py:119(_ThreadWakeup)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:111(_WeakArrayKeyMap)
        1    0.000    0.000    0.000    0.000 _metadata_requests.py:699(MethodMapping)
        1    0.000    0.000    0.000    0.000 _array_api.py:279(_ArrayAPIWrapper)
        1    0.000    0.000    0.000    0.000 _data.py:411(__init__)
        1    0.000    0.000    0.000    0.000 _encode.py:321(_NaNCounter)
        1    0.000    0.000    0.000    0.000 _label.py:34(LabelEncoder)
        1    0.000    0.000    0.000    0.000 _dispatcher.py:307(RadiusNeighbors)
        1    0.000    0.000    0.000    0.000 _base.py:335(LinearClassifierMixin)
        1    0.000    0.000    0.000    0.000 _split.py:64(_UnsupportedGroupCVMixin)
        1    0.000    0.000    0.000    0.000 _split.py:441(KFold)
        1    0.000    0.000    0.000    0.000 _split.py:1393(LeavePGroupsOut)
        1    0.000    0.000    0.000    0.000 _split.py:1993(GroupShuffleSplit)
        1    0.000    0.000    0.000    0.000 _search.py:63(ParameterGrid)
        1    0.000    0.000    0.000    0.000 loss.py:955(HalfMultinomialLoss)
        1    0.000    0.000    0.000    0.000 _ridge.py:1597(_X_CenterStackOp)
        1    0.000    0.000    0.000    0.000 config.py:117(is_opt_max)
        1    0.000    0.000    0.000    0.000 ffi.py:45(_LLVMLock)
        1    0.000    0.000    0.000    0.000 errors.py:240(ColorShell)
        1    0.000    0.000    0.000    0.000 misc.py:225(Optional)
        1    0.000    0.000    0.000    0.000 functions.py:490(WeakType)
        1    0.000    0.000    0.000    0.000 functions.py:649(NamedTupleClass)
        1    0.000    0.000    0.000    0.000 npytypes.py:422(NumpyNdIndexType)
        1    0.000    0.000    0.000    0.000 values.py:586(MetaDataString)
        1    0.000    0.000    0.000    0.000 module.py:215(_get_metadata_lines)
        1    0.000    0.000    0.000    0.000 scalars.py:154(_NPDatetimeBase)
        1    0.000    0.000    0.000    0.000 function_type.py:97(UndefinedFunctionType)
        1    0.000    0.000    0.000    0.000 targetconfig.py:114(setter)
        1    0.000    0.000    0.000    0.000 packer.py:7(DataPacker)
        1    0.000    0.000    0.000    0.000 models.py:1018(CharSeq)
        1    0.000    0.000    0.000    0.000 static_raise.py:5(RewriteConstRaises)
        2    0.000    0.000    0.000    0.000 descriptors.py:10(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:170(CompilingCounter)
        1    0.000    0.000    0.000    0.000 parfor.py:2209(ConvertReducePass)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:241(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:262(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:566(__init__)
        1    0.000    0.000    0.000    0.000 ssa.py:285(UndefinedVariable)
        1    0.000    0.000    0.000    0.000 caching.py:224(_UserWideCacheLocator)
        1    0.000    0.000    0.000    0.000 _show_progress.py:6(ShowProgress)
        1    0.000    0.000    0.000    0.000 deep_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gpu_tree.py:18(GPUTreeExplainer)
        1    0.000    0.000    0.000    0.000 lime_tabular.py:555(RecurrentTabularExplainer)
        3    0.000    0.000    0.000    0.000 patheffects.py:176(withEffect)
        1    0.000    0.000    0.000    0.000 application.py:111(ProfileAwareConfigLoader)
        1    0.000    0.000    0.000    0.000 sentinel.py:10(Sentinel)
        1    0.000    0.000    0.000    0.000 loader.py:470(ConfigLoader)
        1    0.000    0.000    0.000    0.000 loader.py:742(_DefaultOptionDict)
        1    0.000    0.000    0.000    0.000 display.py:437(FileLinks)
        1    0.000    0.000    0.000    0.000 python.py:674(PythonConsoleLexer)
        1    0.000    0.000    0.000    0.000 lexer.py:665(RegexLexer)
        1    0.000    0.000    0.000    0.000 events.py:17(EventManager)
        5    0.000    0.000    0.000    0.000 events.py:95(_define_event)
        1    0.000    0.000    0.000    0.000 _formatting.py:74(PatchedTracebackException)
        1    0.000    0.000    0.000    0.000 html.py:12(HTML)
        1    0.000    0.000    0.000    0.000 minidom.py:2006(getDOMImplementation)
        1    0.000    0.000    0.000    0.000 history.py:261(FileHistory)
        1    0.000    0.000    0.000    0.000 processors.py:327(HighlightMatchingBracketProcessor)
        1    0.000    0.000    0.000    0.000 base.py:386(Button)
        1    0.000    0.000    0.000    0.000 base.py:937(HorizontalLine)
        1    0.000    0.000    0.000    0.000 prompt.py:188(_RPrompt)
        1    0.000    0.000    0.000    0.000 tree.py:253(String)
        1    0.000    0.000    0.000    0.000 pep8.py:37(IndentationNode)
        3    0.000    0.000    0.000    0.000 debug.py:77(increase_indent)
        1    0.000    0.000    0.000    0.000 filters.py:229(DictFilter)
        1    0.000    0.000    0.000    0.000 iterable.py:22(IterableMixin)
        1    0.000    0.000    0.000    0.000 instance.py:484(SelfName)
        1    0.000    0.000    0.000    0.000 __init__.py:284(Listener)
        1    0.000    0.000    0.000    0.000 stdlib.py:219(SuperInstance)
        1    0.000    0.000    0.000    0.000 stdlib.py:472(PartialObject)
        1    0.000    0.000    0.000    0.000 filters.py:179(PassThrough)
        1    0.000    0.000    0.000    0.000 __init__.py:53(_FMMThreadPoolCtlController)
        1    0.000    0.000    0.000    0.000 _arffread.py:232(StringAttribute)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 compat.py:241(arrow_cffi)
        1    0.000    0.000    0.000    0.000 types.py:156(CompositeParamType)
        3    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 functools.py:723(<listcomp>)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        1    0.000    0.000    0.000    0.000 datetime.py:1114(tzinfo)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 __init__.py:577(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 __init__.py:728(Context)
        1    0.000    0.000    0.000    0.000 zipfile.py:1946(PyZipFile)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1611(ParamSpec)
        1    0.000    0.000    0.000    0.000 _base.py:113(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 dataframe_util.py:71(DataFrameGenericAlias)
        1    0.000    0.000    0.000    0.000 cached_message_replay.py:158(MultiCacheResults)
        1    0.000    0.000    0.000    0.000 uploaded_file_manager.py:58(UploadedFile)
        1    0.000    0.000    0.000    0.000 cache_resource_api.py:72(ResourceCaches)
        1    0.000    0.000    0.000    0.000 arrow.py:67(DataframeSelectionState)
        1    0.000    0.000    0.000    0.000 event_utils.py:18(AttributeDictionary)
        1    0.000    0.000    0.000    0.000 basedatatypes.py:4938(__eq__)
        1    0.000    0.000    0.000    0.000 basedatatypes.py:5676(BaseLayoutHierarchyType)
        1    0.000    0.000    0.000    0.000 selectbox.py:55(SelectboxSerde)
        1    0.000    0.000    0.000    0.000 checkbox.py:47(CheckboxSerde)
        1    0.000    0.000    0.000    0.000 text_widgets.py:65(TextAreaSerde)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 __config__.py:104(<listcomp>)
        4    0.000    0.000    0.000    0.000 multiarray.py:901(bincount)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        4    0.000    0.000    0.000    0.000 shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:41(BagObj)
        1    0.000    0.000    0.000    0.000 _datasource.py:73(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:316(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:441(<listcomp>)
        1    0.000    0.000    0.000    0.000 config.py:458(option_context)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 cast.py:737(_ensure_dtype_type)
        1    0.000    0.000    0.000    0.000 docscrape.py:563(FunctionDoc)
        1    0.000    0.000    0.000    0.000 floating.py:56(FloatingArray)
        1    0.000    0.000    0.000    0.000 array_manager.py:1240(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 common.py:1059(_IOWrapper)
        1    0.000    0.000    0.000    0.000 info.py:575(_InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:111(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 resample.py:2009(TimedeltaIndexResampler)
        1    0.000    0.000    0.000    0.000 _json.py:1367(SeriesParser)
        1    0.000    0.000    0.000    0.000 __init__.py:353(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 pytables.py:2330(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 rcmod.py:472(_RCAesthetics)
        1    0.000    0.000    0.000    0.000 rcmod.py:495(_PlottingContext)
        1    0.000    0.000    0.000    0.000 Image.py:3005(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 ImageMode.py:24(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 scale.py:89(LinearScale)
        1    0.000    0.000    0.000    0.000 ticker.py:271(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2619(AsinhLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:2736(TransformedPath)
        1    0.000    0.000    0.000    0.000 core.py:3570(LineStart)
        1    0.000    0.000    0.000    0.000 core.py:3679(WordStart)
        1    0.000    0.000    0.000    0.000 typeinfer.py:561(CallConstraint)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:95(__init__)
        6    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 plistlib.py:456(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 _mathtext.py:120(Output)
        1    0.000    0.000    0.000    0.000 _mathtext.py:713(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1010(Node)
        1    0.000    0.000    0.000    0.000 widgets.py:3609(EllipseSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:3651(LassoSelector)
        1    0.000    0.000    0.000    0.000 _adapters.py:6(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1532(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 dates.py:597(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 streamplot.py:322(Grid)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1156(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 _base.py:298(SizeMapping)
        1    0.000    0.000    0.000    0.000 _statistics.py:402(ECDF)
        1    0.000    0.000    0.000    0.000 _stats_py.py:10950(_SimpleNormal)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:202(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 _aliases.py:152(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 distance.py:1642(PDistMetricWrapper)
        1    0.000    0.000    0.000    0.000 _dcsrch.py:17(DCSRCH)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:20(MemoizeDer)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1603(_ShapeInfo)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:13(LRUDict)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9717(_DeprecationWrapper)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:10535(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _interpolate.py:108(interp2d)
        1    0.000    0.000    0.000    0.000 _docscrape.py:561(FunctionDoc)
        1    0.000    0.000    0.000    0.000 _resampling.py:2140(MonteCarloMethod)
        1    0.000    0.000    0.000    0.000 _resampling.py:2216(BootstrapMethod)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:412(_PageL)
        1    0.000    0.000    0.000    0.000 _sensitivity_analysis.py:242(PPFDist)
        1    0.000    0.000    0.000    0.000 validation.py:165(PandasWrapper)
        1    0.000    0.000    0.000    0.000 design_info.py:168(SubtermInfo)
        1    0.000    0.000    0.000    0.000 contrasts.py:21(ContrastMatrix)
        1    0.000    0.000    0.000    0.000 state.py:126(Standardize)
        1    0.000    0.000    0.000    0.000 mgcv_cubic_splines.py:722(CC)
        1    0.000    0.000    0.000    0.000 compressor.py:115(BZ2CompressorWrapper)
        1    0.000    0.000    0.000    0.000 process_executor.py:140(_ExecutorFlags)
        1    0.000    0.000    0.000    0.000 process_executor.py:299(_SafeQueue)
        1    0.000    0.000    0.000    0.000 _common.py:285(Error)
        1    0.000    0.000    0.000    0.000 pool.py:48(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 _param_validation.py:282(_InstancesOf)
        2    0.000    0.000    0.000    0.000 parallel.py:149(_threadpool_controller_decorator)
        4    0.000    0.000    0.000    0.000 threadpoolctl.py:536(_format_docstring)
        1    0.000    0.000    0.000    0.000 _estimator_html_repr.py:34(_VisualBlock)
        1    0.000    0.000    0.000    0.000 deprecation.py:7(deprecated)
        1    0.000    0.000    0.000    0.000 _encode.py:146(_nandict)
        1    0.000    0.000    0.000    0.000 _base.py:707(KNeighborsMixin)
        1    0.000    0.000    0.000    0.000 _split.py:537(GroupKFold)
        1    0.000    0.000    0.000    0.000 _split.py:856(StratifiedGroupKFold)
        1    0.000    0.000    0.000    0.000 _split.py:2419(PredefinedSplit)
        1    0.000    0.000    0.000    0.000 _newton_solver.py:435(NewtonCholeskySolver)
        1    0.000    0.000    0.000    0.000 _explanation.py:798(Cohorts)
        1    0.000    0.000    0.000    0.000 constructor.py:713(UnsafeConstructor)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 ffi.py:60(register)
        1    0.000    0.000    0.000    0.000 orcjit.py:220(LLJIT)
        1    0.000    0.000    0.000    0.000 common.py:15(SimpleIterableType)
        1    0.000    0.000    0.000    0.000 errors.py:155(_DummyColorScheme)
        1    0.000    0.000    0.000    0.000 ansi.py:49(AnsiFore)
        1    0.000    0.000    0.000    0.000 misc.py:117(VarArg)
        1    0.000    0.000    0.000    0.000 misc.py:469(DeferredType)
        1    0.000    0.000    0.000    0.000 ir.py:31(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:213(SlotEqualityCheckMixin)
        1    0.000    0.000    0.000    0.000 npytypes.py:282(NumpyFlatType)
        1    0.000    0.000    0.000    0.000 npytypes.py:629(__init__)
        1    0.000    0.000    0.000    0.000 values.py:657(MDValue)
        1    0.000    0.000    0.000    0.000 cpu_options.py:20(FastMathOptions)
        2    0.000    0.000    0.000    0.000 extending.py:298(StructAttribute)
        3    0.000    0.000    0.000    0.000 pythonapi.py:26(__init__)
        1    0.000    0.000    0.000    0.000 pythonapi.py:77(_ReflectContext)
        1    0.000    0.000    0.000    0.000 static_binop.py:5(DetectStaticBinops)
        1    0.000    0.000    0.000    0.000 parfor.py:1631(ConvertInplaceBinop)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:179(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:427(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:495(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:223(__init__)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:69(__init__)
        1    0.000    0.000    0.000    0.000 caching.py:416(CodeLibraryCacheImpl)
        1    0.000    0.000    0.000    0.000 target_extension.py:111(JitDecorator)
        1    0.000    0.000    0.000    0.000 _transformers_pipeline.py:7(TransformersPipeline)
        1    0.000    0.000    0.000    0.000 _labels.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patheffects.py:17(AbstractPathEffect)
        1    0.000    0.000    0.000    0.000 _force.py:434(SimpleListVisualizer)
        1    0.000    0.000    0.000    0.000 traitlets.py:934(MetaHasDescriptors)
        1    0.000    0.000    0.000    0.000 traitlets.py:2370(This)
        1    0.000    0.000    0.000    0.000 traitlets.py:2850(Bytes)
        1    0.000    0.000    0.000    0.000 traitlets.py:2893(Unicode)
        1    0.000    0.000    0.000    0.000 bunch.py:13(Bunch)
        1    0.000    0.000    0.000    0.000 line_numbers.py:21(LineNumbers)
        1    0.000    0.000    0.000    0.000 terminal256.py:34(EscapeSequence)
        1    0.000    0.000    0.000    0.000 style.py:58(StyleMeta)
        1    0.000    0.000    0.000    0.000 style.py:170(Style)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:208(ArgDecorator)
        1    0.000    0.000    0.000    0.000 display.py:446(Markdown)
        1    0.000    0.000    0.000    0.000 lexer.py:358(_PseudoMatch)
        1    0.000    0.000    0.000    0.000 sentinel.py:8(__init__)
        1    0.000    0.000    0.000    0.000 _catch.py:17(_Catcher)
        1    0.000    0.000    0.000    0.000 buffer.py:135(YankNthArgState)
        1    0.000    0.000    0.000    0.000 vt100.py:257(_EscapeCodeCache)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:334(DocumentLS)
        1    0.000    0.000    0.000    0.000 filesystem.py:15(PathCompleter)
        1    0.000    0.000    0.000    0.000 margins.py:69(NumberedMargin)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:594(FragmentBuilder)
        1    0.000    0.000    0.000    0.000 completer.py:563(SimpleCompletion)
        1    0.000    0.000    0.000    0.000 utils.py:140(PythonVersionInfo)
        1    0.000    0.000    0.000    0.000 errors.py:624(_StringChecks)
        1    0.000    0.000    0.000    0.000 imports.py:35(ModuleCache)
        1    0.000    0.000    0.000    0.000 utils.py:73(PushBackIterator)
        3    0.000    0.000    0.000    0.000 value.py:27(__init__)
        1    0.000    0.000    0.000    0.000 filters.py:272(_BuiltinMappedMethod)
        1    0.000    0.000    0.000    0.000 names.py:363(_ParamMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:4(_PluginManager)
        1    0.000    0.000    0.000    0.000 signature.py:123(BuiltinSignature)
        1    0.000    0.000    0.000    0.000 context.py:221(TreeContextMixin)
        1    0.000    0.000    0.000    0.000 helpers.py:77(OnErrorLeaf)
        1    0.000    0.000    0.000    0.000 prompts.py:79(ClassicPrompts)
        1    0.000    0.000    0.000    0.000 contexts.py:11(preserve_keys)
        1    0.000    0.000    0.000    0.000 callback.py:87(_LogEvaluationCallback)
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        6    0.000    0.000    0.000    0.000 {method 'is_finite' of 'decimal.Decimal' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1311(disable)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        2    0.000    0.000    0.000    0.000 threading.py:1145(ident)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 base.py:554(_WeakNamespace)
        5    0.000    0.000    0.000    0.000 config_option.py:241(<lambda>)
        1    0.000    0.000    0.000    0.000 zipfile.py:718(_SharedFile)
        4    0.000    0.000    0.000    0.000 calendar.py:55(<lambda>)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        1    0.000    0.000    0.000    0.000 _base.py:76(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 mixins.py:12(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 tasks.py:655(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:23(DescriptorDatabase)
        1    0.000    0.000    0.000    0.000 python_message.py:1490(_OneofListener)
        1    0.000    0.000    0.000    0.000 text_format.py:79(TextWriter)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 decoder.py:309(_DoubleDecoder)
        1    0.000    0.000    0.000    0.000 containers.py:556(_UnknownField)
        1    0.000    0.000    0.000    0.000 well_known_types.py:46(Any)
        1    0.000    0.000    0.000    0.000 dummy_cache_storage.py:42(DummyCacheStorage)
        1    0.000    0.000    0.000    0.000 folder_black_list.py:39(FolderBlackList)
        2    0.000    0.000    0.000    0.000 column_config_utils.py:406(process_config_mapping)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2629(BaseDataValidator)
        1    0.000    0.000    0.000    0.000 _sequentialminus.py:4(SequentialminusValidator)
        1    0.000    0.000    0.000    0.000 _coloraxis.py:4(ColoraxisValidator)
        1    0.000    0.000    0.000    0.000 button_group.py:86(FeedbackSerde)
        1    0.000    0.000    0.000    0.000 color_picker.py:49(ColorPickerSerde)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:937(FloatingFormat)
        1    0.000    0.000    0.000    0.000 records.py:56(format_parser)
        1    0.000    0.000    0.000    0.000 core.py:5780(Dict)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:144(__init__)
        4    0.000    0.000    0.000    0.000 _function_base_impl.py:1803(_trim_zeros)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:397(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 core.py:217(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:2404(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 integer.py:64(IntegerArray)
        1    0.000    0.000    0.000    0.000 generic.py:124(NamedAgg)
        1    0.000    0.000    0.000    0.000 multi.py:167(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 format.py:1672(_Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 datetimes.py:101(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 indexing.py:288(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:94(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 _json.py:280(SeriesWriter)
        1    0.000    0.000    0.000    0.000 readers.py:460(_C_Parser_Defaults)
        2    0.000    0.000    0.000    0.000 readers.py:527(validate_integer)
        1    0.000    0.000    0.000    0.000 base_parser.py:255(_has_complex_date_col)
        3    0.000    0.000    0.000    0.000 base_parser.py:1447(is_index_col)
        1    0.000    0.000    0.000    0.000 pytables.py:4371(AppendableTable)
        1    0.000    0.000    0.000    0.000 xml.py:538(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 _docstring.py:104(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:62(ValidateInStrings)
        2    0.000    0.000    0.000    0.000 rcsetup.py:174(validate_dpi)
        2    0.000    0.000    0.000    0.000 rcsetup.py:366(validate_aspect)
        1    0.000    0.000    0.000    0.000 registry.py:77(__init__)
        1    0.000    0.000    0.000    0.000 ImageFile.py:94(_Tile)
        1    0.000    0.000    0.000    0.000 scale.py:123(FuncTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:2879(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 core.py:2356(Token)
        1    0.000    0.000    0.000    0.000 typeinfer.py:191(Propagate)
        1    0.000    0.000    0.000    0.000 callwrapper.py:7(_ArgManager)
        1    0.000    0.000    0.000    0.000 codegen.py:1374(JITCPUCodegen)
        2    0.000    0.000    0.000    0.000 llvm_bindings.py:16(_inlining_threshold)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:135(__init__)
        1    0.000    0.000    0.000    0.000 cm.py:93(__iter__)
        1    0.000    0.000    0.000    0.000 request.py:645(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 plistlib.py:283(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 patches.py:3067(Bar)
        1    0.000    0.000    0.000    0.000 _text_helpers.py:13(LayoutItem)
        1    0.000    0.000    0.000    0.000 _mathtext.py:75(VectorParse)
